"ENSEMBL"	"wt6h_wt0h"	"wt24h_wt0h"	"wt48h_wt0h"	"wt336h_wt0h"	"wtRC12h_wt0h"	"ENTREZID"	"SYMBOL"	"GENENAME"	"TF"	"PC"	"gene_cluster"
"ENSMUSG00000022389"	-0.645363369199232	-0.62007551971714	-0.529995949485497	-0.0065874249277332	-0.971624876667854	"21685"	"Tef"	"thyrotroph embryonic factor"	"yes"	"others"	"cluster 7"
"ENSMUSG00000022463"	0.946146867082614	0.0348021216001821	0.514632734131526	0.00205075950786823	0.0808196786257328	"20788"	"Srebf2"	"sterol regulatory element binding factor 2"	"yes"	"others"	"cluster 3"
"ENSMUSG00000023027"	0.520369134308133	0.279815227484621	0.068956350899105	0.0445436536562894	0.554790495469984	"11908"	"Atf1"	"activating transcription factor 1"	"yes"	"others"	"cluster 5"
"ENSMUSG00000009733"	0.0554456862830087	-0.159629567709885	-0.0531049516669469	0.00779563337089574	0.0845188661056121	"21422"	"Tfcp2"	"transcription factor CP2"	"yes"	"others"	"cluster 5"
"ENSMUSG00000046897"	-0.792048377552546	-0.192721227824707	0.250452150046289	0.000979364837098362	0.0967591646064814	"68744"	"Zfp740"	"zinc finger protein 740"	"yes"	"others"	"cluster 6"
"ENSMUSG00000001288"	-3.32323214858738	-0.162841787900213	0.0116674668829267	0.00964290420422076	0.178329104434437	"19411"	"Rarg"	"retinoic acid receptor, gamma"	"yes"	"others"	"cluster 8"
"ENSMUSG00000001280"	-0.402169433839914	-0.172929686656512	-0.783074809045096	-0.014991701039295	-0.217514679630868	"20683"	"Sp1"	"trans-acting transcription factor 1"	"yes"	"others"	"cluster 5"
"ENSMUSG00000099083"	0.260219364113039	0.146761706509353	-0.388646097672596	0.00824133261309804	-0.26454629874143	"223922"	"Atf7"	"activating transcription factor 7"	"yes"	"others"	"cluster 5"
"ENSMUSG00000058794"	1.15210821994814	0.164549063927908	0.195537859118094	-0.00014126087743254	-0.00433399824276888	"18022"	"Nfe2"	"nuclear factor, erythroid derived 2"	"yes"	"others"	"cluster 3"
"ENSMUSG00000005718"	-0.430019497442054	-0.12276733585921	-0.477903313771822	-0.00605820268380144	-0.121456391649466	"83383"	"Tfap4"	"transcription factor AP4"	"yes"	"others"	"cluster 5"
"ENSMUSG00000014303"	0.31089576473696	-0.0687051615046731	0.15017146779468	-0.00567586541575773	0.00413484298439532	"83396"	"Glis2"	"GLIS family zinc finger 2"	"yes"	"others"	"cluster 5"
"ENSMUSG00000071637"	1.90573763823416	0.341311567804934	0.686830900210356	-0.00163455188818917	0.896336210095354	"12609"	"Cebpd"	"CCAAT/enhancer binding protein (C/EBP), delta"	"yes"	"others"	"cluster 2"
"ENSMUSG00000050240"	-0.0991586908764415	0.126182603245408	-0.356349703757804	-0.071807433335812	-0.23533644410857	"58180"	"Hic2"	"hypermethylated in cancer 2"	"yes"	"others"	"cluster 5"
"ENSMUSG00000013089"	-0.882359986461982	-0.258496215493642	-0.592588689847594	-0.00676174355357574	-0.121840218609209	"104156"	"Etv5"	"ets variant 5"	"yes"	"others"	"cluster 6"
"ENSMUSG00000022528"	-0.626545494984021	-0.270613563519616	-2.02411999769594	-0.00472483863989642	0.0476280250679009	"15205"	"Hes1"	"hes family bHLH transcription factor 1"	"yes"	"others"	"cluster 7"
"ENSMUSG00000008976"	-0.480749883649529	-0.37324811957388	-0.563518753383094	0.000447809589994279	-0.276347995466021	"14390"	"Gabpa"	"GA repeat binding protein, alpha"	"yes"	"others"	"cluster 6"
"ENSMUSG00000025612"	0.553260490838904	0.155314301254782	-0.47461765991462	0.00080970461416662	-0.0551740740285782	"12013"	"Bach1"	"BTB and CNC homology 1, basic leucine zipper transcription factor 1"	"yes"	"others"	"cluster 5"
"ENSMUSG00000046160"	0.604432532378582	0.0547247316080344	-0.109151688092462	-0.000124825971460751	-0.00383341020031483	"50914"	"Olig1"	"oligodendrocyte transcription factor 1"	"yes"	"others"	"cluster 5"
"ENSMUSG00000022952"	1.37199175928136	0.794014007287964	0.49071452220321	-0.00127347827701443	0.701694370415762	"12394"	"Runx1"	"runt related transcription factor 1"	"yes"	"others"	"cluster 3"
"ENSMUSG00000014767"	-0.0826781747971085	-0.0994116762247082	-0.411668935540836	-0.000618850509831735	-0.0782959010770153	"21374"	"Tbp"	"TATA box binding protein"	"yes"	"others"	"cluster 5"
"ENSMUSG00000024215"	0	0	0	0	0	"30051"	"Spdef"	"SAM pointed domain containing ets transcription factor"	"yes"	"others"	"cluster 5"
"ENSMUSG00000034673"	-0.312110045494466	-0.17823117597176	-0.232901723160241	0.00261952284145046	-0.0465598040060885	"18515"	"Pbx2"	"pre B cell leukemia homeobox 2"	"yes"	"others"	"cluster 5"
"ENSMUSG00000039153"	0.17793882570293	0.0568138195135002	-0.0439623956636827	-9.93281821969772e-05	-0.00302204437895609	"12393"	"Runx2"	"runt related transcription factor 2"	"yes"	"others"	"cluster 5"
"ENSMUSG00000023990"	-1.36191260139993	-0.166035233378712	-0.756331018975726	-0.00345567163966721	-0.260326608731355	"21425"	"Tfeb"	"transcription factor EB"	"yes"	"others"	"cluster 7"
"ENSMUSG00000023994"	-0.0817389987822822	-0.262966943136208	-0.25873032483739	-0.0167051024886583	-0.0630012741911583	"18044"	"Nfya"	"nuclear transcription factor-Y alpha"	"yes"	"others"	"cluster 5"
"ENSMUSG00000024206"	0.16410962093388	-0.0246171172148953	0.0228454596009766	0.000117791775416852	-0.04033674678228	"19725"	"Rfx2"	"regulatory factor X, 2 (influences HLA class II expression)"	"yes"	"others"	"cluster 5"
"ENSMUSG00000047407"	0.269136046628086	0.226747432512619	-0.0738269469371788	-0.0237038088265294	-0.263923858975628	"21815"	"Tgif1"	"TGFB-induced factor homeobox 1"	"yes"	"others"	"cluster 5"
"ENSMUSG00000063889"	0.13030669547673	-0.198351990652985	-0.0203207445867099	-0.00207852810497807	-0.102707566847072	"12916"	"Crem"	"cAMP responsive element modulator"	"yes"	"others"	"cluster 5"
"ENSMUSG00000024238"	0.311863061105778	-0.0785532034166714	-0.654516062422534	0.00514120262610143	-0.0686761232921457	"21417"	"Zeb1"	"zinc finger E-box binding homeobox 1"	"yes"	"others"	"cluster 5"
"ENSMUSG00000038418"	1.39317134391812	0.261715335618168	-0.331124668739444	-0.00407328505471758	-0.288282296274541	"13653"	"Egr1"	"early growth response 1"	"yes"	"PC2"	"cluster 3"
"ENSMUSG00000024431"	-0.0101281604612747	-0.232090012812171	-0.850311290397016	0.00212773194889134	-0.422259998717032	"14815"	"Nr3c1"	"nuclear receptor subfamily 3, group C, member 1"	"yes"	"others"	"cluster 5"
"ENSMUSG00000053477"	-0.449118216093626	0.0174676142485388	-0.332479160074412	-0.0019265827045903	-0.0877830569705962	"21413"	"Tcf4"	"transcription factor 4"	"yes"	"others"	"cluster 5"
"ENSMUSG00000024515"	0.136370527973742	0.496794512684594	-0.206798503577679	0.00855226597047419	0.160171765891195	"17128"	"Smad4"	"SMAD family member 4"	"yes"	"others"	"cluster 5"
"ENSMUSG00000024563"	0.177370095925257	0.00532592859763704	-0.194904926059123	0.0688456979005211	0.138661682047346	"17126"	"Smad2"	"SMAD family member 2"	"yes"	"others"	"cluster 5"
"ENSMUSG00000024927"	0.07801842858465	-0.238946535731977	-0.36949766534716	0.000972377638041779	0.0184641509781175	"19697"	"Rela"	"v-rel reticuloendotheliosis viral oncogene homolog A (avian)"	"yes"	"others"	"cluster 5"
"ENSMUSG00000024955"	0.479100267943587	0.24610668697663	0.158122174325227	0.00140171109648078	0.145490563588092	"26379"	"Esrra"	"estrogen related receptor, alpha"	"yes"	"others"	"cluster 5"
"ENSMUSG00000071661"	-0.147791676489935	-0.0776319369730453	0.11107359846969	-0.00247722863825043	0.0823259162029564	"75291"	"Zbtb3"	"zinc finger and BTB domain containing 3"	"yes"	"others"	"cluster 5"
"ENSMUSG00000033863"	3.59653787860985	2.39508451016813	0.408454961791559	0.00496354103924527	3.6223179183631	"16601"	"Klf9"	"Kruppel-like factor 9"	"yes"	"PC1"	"cluster 1"
"ENSMUSG00000040929"	-0.981720411014418	0.275607415821724	0.00160324821588865	-0.00854940937431462	-0.79494466422285	"19726"	"Rfx3"	"regulatory factor X, 3 (influences HLA class II expression)"	"yes"	"others"	"cluster 6"
"ENSMUSG00000025225"	1.5857997804905	0.509287038065751	0.259315515701709	-0.00389535437483566	0.402547681498987	"18034"	"Nfkb2"	"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100"	"yes"	"others"	"cluster 3"
"ENSMUSG00000025025"	-0.364548468101355	-0.231052891855487	0.0129842803809136	-0.00222562217137838	-0.237329534811157	"17859"	"Mxi1"	"MAX interactor 1, dimerization protein"	"yes"	"others"	"cluster 5"
"ENSMUSG00000003051"	0.0159684076958835	-0.00282335517284742	0.0040435134142842	0.00150388774083698	-0.0388849234689307	"13710"	"Elf3"	"E74-like factor 3"	"yes"	"others"	"cluster 5"
"ENSMUSG00000026638"	0.00428242041936951	-0.000686343630601988	0.00101571952574245	-0.000211286755803547	-0.00701617988790377	"54139"	"Irf6"	"interferon regulatory factor 6"	"yes"	"others"	"cluster 5"
"ENSMUSG00000037034"	0.00428219061223762	-0.000686391212066788	0.00101571952315713	-0.000334878491793529	-0.0106999883094823	"18503"	"Pax1"	"paired box 1"	"yes"	"others"	"cluster 5"
"ENSMUSG00000046532"	0.00428318799487388	-0.000686184704425976	0.0010157195343776	0.000443382919277155	-0.0153862729707405	"11835"	"Ar"	"androgen receptor"	"yes"	"others"	"cluster 5"
"ENSMUSG00000030551"	0.0570918231949924	-0.0168693907960106	0.00344755331294427	-0.000916916532883934	-0.0282164080948024	"11819"	"Nr2f2"	"nuclear receptor subfamily 2, group F, member 2"	"yes"	"others"	"cluster 5"
"ENSMUSG00000024912"	0.00604836886446053	0.00401206988573752	0.00117778046290271	-0.000218810922419523	0.0117385025554356	"14283"	"Fosl1"	"fos-like antigen 1"	"yes"	"others"	"cluster 5"
"ENSMUSG00000000247"	-0.0115334638620852	0.00298716782563152	0.00101570232036199	-2.91996290442569e-05	-0.000747120984028493	"16870"	"Lhx2"	"LIM homeobox protein 2"	"yes"	"others"	"cluster 5"
"ENSMUSG00000040289"	-0.0123784378437391	-0.000686180861230823	-0.0014585304671219	-2.92005637672424e-05	-0.000747148006192954	"15213"	"Hey1"	"hairy/enhancer-of-split related with YRPW motif 1"	"yes"	"others"	"cluster 5"
"ENSMUSG00000048001"	-0.0123768234953878	-0.000685846693864988	0.001015660360194	-2.92005633629482e-05	-0.000747147994505107	"15208"	"Hes5"	"hes family bHLH transcription factor 5"	"yes"	"others"	"cluster 5"
"ENSMUSG00000038255"	0.0692612611426657	0.00331526675339616	-0.0154424886372247	-3.0265991775703e-05	-0.000777953349231536	"18013"	"Neurod2"	"neurogenic differentiation 2"	"yes"	"others"	"cluster 5"
"ENSMUSG00000069171"	0.069713157018756	-0.0245644595012604	-0.0623683103983065	-8.79401696928011e-05	-0.00264683138649778	"13865"	"Nr2f1"	"nuclear receptor subfamily 2, group F, member 1"	"yes"	"others"	"cluster 5"
"ENSMUSG00000061524"	0.00428254080702407	-0.000686318704400188	-0.00101452918213566	-2.91992459053151e-05	-0.000747109907759184	"22772"	"Zic2"	"zinc finger protein of the cerebellum 2"	"yes"	"others"	"cluster 5"
"ENSMUSG00000021359"	0.00428312026426921	-0.000686198728022689	0.002210701735268	-2.91992457601608e-05	-0.000747109903562883	"21418"	"Tfap2a"	"transcription factor AP-2, alpha"	"yes"	"others"	"cluster 5"
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC1"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
"ENSMUSG00000030844"	-1.73867708906155	-0.839472553748483	-0.542051023132385	-0.0047174820267174	-1.3956195474448	"67865"	"Rgs10"	"regulator of G-protein signalling 10"	"no"	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
"ENSMUSG00000040552"	1.2127113422537	1.13729261771109	0.575074403009312	-0.00203893483096445	0.736578081684218	"12267"	"C3ar1"	"complement component 3a receptor 1"	"no"	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PC2"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
"ENSMUSG00000020841"	2.74383415596445	2.02571799598556	1.79814595859259	0.00935639472785368	1.69525570520735	"12874"	"Cpd"	"carboxypeptidase D"	"no"	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"shared"	NA
